uid,nombre_entidad,dpto_entidad,munp_entidad,orden_entidad,tipo_contrato,tipo_proceso,valor_contrato_reg,ruta_web,error_valor_estimado,tipo_error_valor_estimado,error_valor_contrato,tipo_error_valor_contrato,valor_contrato_real,error_adicion,tipo_error_adicion,tipo_consulta
CO1.PCCNTR.881070,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$18,648,525.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.768711&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.882549,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$18,648,525.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.768711&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.882802,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$18,648,525.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.768711&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.882426,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$18,641,169.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.768720&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.887721,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$17,556,204.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.767962&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.881183,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$17,158,997.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.768720&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.880436,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$17,158,997.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.768720&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.881464,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$17,158,997.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.768720&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.882521,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$17,158,997.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.768711&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.882578,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$12,028,400.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.768711&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.1642881,SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E.,Distrito Capital de Bogotá,No Definido,Territorial,Decreto 092 de 2017,Contratación régimen especial,"$12,591,546.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1294304&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.1642885,SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E.,Distrito Capital de Bogotá,No Definido,Territorial,Decreto 092 de 2017,Contratación régimen especial,"$12,591,546.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1294213&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.1689144,SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E.,Distrito Capital de Bogotá,No Definido,Territorial,Decreto 092 de 2017,Contratación régimen especial,"$10,796,135.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1330099&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
